10.000000,527.000000
11.000000,634.500000
12.000000,752.000000
13.000000,879.500000
14.000000,1017.000000
15.000000,1164.500000
16.000000,1322.000000
17.000000,1489.500000
18.000000,1667.000000
19.000000,1854.500000
20.000000,2052.000000
21.000000,2259.500000
22.000000,2477.000000
23.000000,2704.500000
24.000000,2942.000000
25.000000,3189.500000
26.000000,3447.000000
27.000000,3714.500000
28.000000,3992.000000
29.000000,4279.500000
30.000000,4577.000000
31.000000,4884.500000
32.000000,5202.000000
33.000000,5529.500000
34.000000,5867.000000
35.000000,6214.500000
36.000000,6572.000000
37.000000,6939.500000
38.000000,7317.000000
39.000000,7704.500000
40.000000,8102.000000
41.000000,8509.500000
42.000000,8927.000000
43.000000,9354.500000
44.000000,9792.000000
45.000000,10239.500000
46.000000,10697.000000
47.000000,11164.500000
48.000000,11642.000000
49.000000,12129.500000
50.000000,12627.000000
51.000000,13134.500000
52.000000,13652.000000
53.000000,14179.500000
54.000000,14717.000000
55.000000,15264.500000
56.000000,15822.000000
57.000000,16389.500000
58.000000,16967.000000
59.000000,17554.500000
60.000000,18152.000000
61.000000,18759.500000
62.000000,19377.000000
63.000000,20004.500000
64.000000,20642.000000
65.000000,21289.500000
66.000000,21947.000000
67.000000,22614.500000
68.000000,23292.000000
69.000000,23979.500000
70.000000,24677.000000
71.000000,25384.500000
72.000000,26102.000000
73.000000,26829.500000
74.000000,27567.000000
75.000000,28314.500000
76.000000,29072.000000
77.000000,29839.500000
78.000000,30617.000000
79.000000,31404.500000
80.000000,32202.000000
81.000000,33009.500000
82.000000,33827.000000
83.000000,34654.500000
84.000000,35492.000000
85.000000,36339.500000
86.000000,37197.000000
87.000000,38064.500000
88.000000,38942.000000
89.000000,39829.500000
90.000000,40727.000000
91.000000,41634.500000
92.000000,42552.000000
93.000000,43479.500000
94.000000,44417.000000
95.000000,45364.500000
96.000000,46322.000000
97.000000,47289.500000
98.000000,48267.000000
99.000000,49254.500000
100.000000,50252.000000
101.000000,51259.500000
102.000000,52277.000000
103.000000,53304.500000
104.000000,54342.000000
105.000000,55389.500000
106.000000,56447.000000
107.000000,57514.500000
108.000000,58592.000000
109.000000,59679.500000
